english,gemma3:4b-it-qat_std,gemma3:4b-it-qat_std_scores,gemma3:4b-it-qat_rag,gemma3:4b-it-qat_rag_scores
Shave & apply gel,Afeitar y aplicar gel,0.13201387226581573,Afeitar y aplicar gel,0.13201387226581573
"Shave all visible hair from the area you wish to treat. To achieve an even stonger cooling sensation, apply PEACH™ Cooling Prep Gel and massage into skin until fully absorbed.","Afeitado completo todo el vello visible del área a tratar. Para lograr una sensación de enfriamiento aún más intensa, aplique PEACH™ Cooling Prep Gel y masajee en la piel hasta que esté completamente absorbido.",0.19891715049743652,"Afeitar todo el vello visible del área que deseas tratar. Para lograr una sensación de enfriamiento aún más intensa, aplica el PEACH™ Cooling Prep Gel y masajea sobre la piel hasta que esté completamente absorbido.",0.39717957377433777
"Plug in your PEACH™ 2 device, and adjust the IPL intensity as desired by pressing the + and - buttons. Access more settings via the FOREO app. Download app",Conecta tu dispositivo PEACH™ 2 y ajusta la intensidad del IPL deseada presionando los botones + y -. Accede a más ajustes a través de la aplicación FOREO. Descarga la aplicación.,0.5623722672462463,Conecta tu dispositivo PEACH™ 2 y ajusta la intensidad de IPL según tus preferencias pulsando los botones + y -. Accede a más configuraciones a través de la aplicación FOREO. Descarga la aplicación.,0.5654732584953308
"Place the treatment window firmly on skin. For large areas, press and hold the flash button while gliding on skin. For small areas, press and immediately release the flash button.","Coloque la ventana de tratamiento firmemente sobre la piel. Para áreas grandes, presione y mantenga el botón de flash mientras lo desliza sobre la piel. Para áreas pequeñas, presione y suelte inmediatamente el botón de flash.",0.4536350667476654,"Coloca la ventana de tratamiento firmemente sobre la piel. Para áreas grandes, presiona y mantén presionado el botón de flash mientras deslizas sobre la piel. Para áreas pequeñas, presiona y suelta inmediatamente el botón de flash.",0.40911874175071716
The world's fastest IPL,El IPL más rápido del mundo,0.5084389448165894,La depilación IPL más rápida del mundo.,0.03860010579228401
"Ditch the razor, messy waxing and painful plucking - and experience the ultimate hair removal solution with PEACH™ 2. Unrivaled power, extra large treatment window, ultra-fast flash, skin cooling system, self-adjusting head, and full body treatments in just 10 minutes. Painless. Effortless. Long-lasting.","Olvídate de la cera, el vello ralo y la depilación dolorosa – y experimenta la solución definitiva para la eliminación de vello con PEACH™ 2. Potencia inigualable, ventana de tratamiento extra grande, flash ultra rápido, sistema de enfriamiento de la piel, cabezal autoajustable y tratamientos corporales en tan solo 10 minutos. Sin dolor. Sin esfuerzo. Resultados duraderos.",0.364301860332489,"Elimina la rasilla, el vello ralo y el arrancar doloroso – y experimenta la solución definitiva para la eliminación de vello con PEACH™ 2. Poder inigualable, ventana de tratamiento extra grande, flash ultra rápido, sistema de enfriamiento de la piel, cabezal autoajustable y tratamientos corporales en tan solo 10 minutos. Sin dolor. Sin esfuerzo. Resultados duraderos.",0.21627216041088104
Esta página web usa cookies,Esta página web usa cookies,1.123593807220459,Esta página web usa cookies,1.123593807220459
"Las cookies de este sitio web se usan para personalizar el contenido y los anuncios, ofrecer funciones de redes sociales y analizar el tráfico. Además, compartimos información sobre el uso que haga del sitio web con nuestros partners de redes sociales, publicidad y análisis web, quienes pueden combinarla con otra información que les haya proporcionado o que hayan recopilado a partir del uso que haya hecho de sus servicios. Al hacer clic en ""PERMITIR TODAS LAS COOKIES"", acepta nuestra Política de cookies y privacidad .","Las cookies de este sitio web se usan para personalizar el contenido y los anuncios, ofrecer funciones de redes sociales y analizar el tráfico. Además, compartimos información sobre el uso que haga del sitio web con nuestros socios de redes sociales, publicidad y análisis web, quienes pueden combinarla con otra información que les haya proporcionado o que hayan recopilado a partir del uso que haya hecho de sus servicios. Al hacer clic en ""PERMITIR TODAS LAS COOKIES"", acepta nuestra Política de cookies y privacidad.",0.7170665860176086,"Las cookies de este sitio web se usan para personalizar el contenido y los anuncios, ofrecer funciones de redes sociales y analizar el tráfico. Además, compartimos información sobre el uso que haga del sitio web con nuestros partners de redes sociales, publicidad y análisis web, quienes pueden combinarla con otra información que les haya proporcionado o que hayan recopilado a partir del uso que haya hecho de sus servicios. Al hacer clic en ""PERMITIR TODAS LAS COOKIES"", acepta nuestra Política de cookies y privacidad.",0.7200532555580139
Necesario,Necesario,0.962654173374176,Necesario,0.962654173374176
Preferencias,Preferencias,0.9165991544723511,Preferencias,0.9171499013900757
Estadística,Estadística,0.8578944802284241,Estadística,0.8578944802284241
Advanced blue LED light therapy for acne,Terapia de luz LED azul avanzada para el acné,0.5911127924919128,Terapia avanzada de luz LED azul para el acné,0.584160566329956
Treat & heal acne-prone skin with blue LED,Trata y cura la piel propensa al acné con LED azul.,0.5339594483375549,Trata y cura la piel propensa al acné con luz azul LED.,0.5606681108474731
Terminate stubborn acne and inflammation that recurs on specific areas over and over again.,Termina la acné y la inflamación rebelde que vuelve en áreas específicas una y otra vez.,-0.0720827728509903,Elimina el acné persistente e la inflamación que vuelve a aparecer en áreas específicas una y otra vez.,0.5084120631217957
"ESPADA™ 2 plus is the quickest, simplest and most effective way to fight recurring chronic breakouts, using FDA-cleared medical technology.","ESPADA™ 2 plus es la forma más rápida, sencilla y eficaz de combatir los brotes crónicos recurrentes, utilizando tecnología médica aprobada por la FDA.",0.49570509791374207,"ESPADA™ 2 plus es la forma más rápida, sencilla y eficaz de combatir el acné recurrente crónico, utilizando tecnología médica aprobada por la FDA.",0.5200420618057251
"It features a precise light guide to target each individual spot with ultra-concentrated blue LED light - for clinically proven, professional results.",Cuenta con una guía de luz precisa para apuntar a cada punto individual con luz azul LED ultra-concentrada - para resultados profesionales y clínicamente probados.,0.36857712268829346,Cuenta con una guía de luz precisa para dirigir cada mancha individual con luz azul LED ultra-concentrada – para resultados profesionales y clínicamente probados.,0.3192748427391052
Eliminate recurring acne,Eliminar el acné recurrente,0.46374544501304626,Elimina el acné recurrente,0.38594916462898254
"Ultra-concentrated blue LED penetrates below the skin to kill acne-causing bacteria at the source, preventing future breakouts.","LED azul ultra-concentrado penetra por debajo de la piel para matar las bacterias causantes del acné en su origen, previniendo brotes futuros.",0.5231592655181885,"Penetra profundamente en la piel con su fórmula ultra concentrada de LED azul para eliminar las bacterias causantes del acné en su origen, previniendo brotes futuros.",0.4222022294998169
Targets each individual spot,Apuntar a cada punto individual,0.01441061869263649,Dirigido a cada mancha individual,-0.18248260021209717
"Precise light guide channels 415 nm blue LED directly onto each spot, to effectively terminate existing acne and inflammation on the skin’s surface.","Canales de guía de luz precisas LED azul de 415 nm dirigen directamente a cada punto, para eliminar eficazmente el acné y la inflamación existentes en la superficie de la piel.",0.3413117229938507,"Canales de guía de luz precisos dirigen los LED azules de 415 nm directamente sobre cada mancha, para eliminar eficazmente el acné y la inflamación existentes en la superficie de la piel.",0.4090438485145569
Heal acne blemishes,Eliminar las manchas de acné,0.39020803570747375,Cura las imperfecciones del acné,0.49446386098861694
"T-Sonic™ pulsations stimulate microcirculation to accelerate the skin renewal process, fading acne marks and blemishes.","T-Sonic™ pulsaciones estimulan la microcirculación para acelerar el proceso de renovación de la piel, atenuando las marcas y manchas de acné.",0.5059183239936829,"Las pulsaciones T-Sonic™ estimulan la microcirculación para acelerar el proceso de renovación de la piel, atenuando las marcas y los brotes de acné.",0.5814868211746216
Minimize pores,Minimizar poros,-0.3569209575653076,Minimiza los poros,0.6009466052055359
"Blue LED helps to regulate your skin’s natural oil production, which results in minimized pores and smoother skin.","El LED azul ayuda a regular la producción de aceite natural de tu piel, lo que resulta en poros minimizados y una piel más suave.",0.6462388634681702,"El LED azul ayuda a regular la producción natural de aceite de tu piel, lo que resulta en poros minimizados y una piel más suave.",0.6476464867591858
LED Light,LED Light,0.9260154366493225,MÁSCARAS LED,-0.5984827876091003
Antibacterial silicone,Silicona antibacteriana,0.9029117226600647,Silicona antibacteriana,0.9029117226600647
Clinical results & Expert reviews,Resultados clínicos & Reseñas de expertos,0.7760578989982605,Resultados clínicos y reseñas de expertos,0.7689585089683533
Treats & heals acne prone skin.,Trata y cura la piel propensa al acné.,0.40052440762519836,Trata y cura la piel propensa al acné.,0.40052440762519836
Treats & heals,Tratos y curas,0.044042039662599564,Trata y cura,-0.4791739284992218
acne prone skin.,piel propensa al acné,-0.9358722567558289,Piel propensa al acné.,-0.9205374121665955
"Significantly reduces blackheads, microcysts & papules.","Reduce significativamente los puntos negros, microcistomas y pápulas.",0.560896098613739,"Reduce significativamente los comedones, microcistomas y pápulas.",0.4544682204723358
Significantly,Significativamente,0.4172087609767914,Significativamente,0.4174702763557434
"reduces blackheads, microcysts & papules.","reduce puntos negros, microcistomas y pápulas.",0.5356032848358154,"Reduce puntos negros, microcistias y pápulas.",0.5546035766601562
Significantly reduces inflammatory & retential lesions.,Reduce significativamente las lesiones inflamatorias y reticulares.,0.5433008670806885,Reduce las lesiones inflamatorias y reticulares.,0.41440659761428833
reduces inflammatory & retential lesions.,reduce lesiones inflamatorias y reticulares.,0.5940497517585754,Reduce las lesiones inflamatorias y reticulares.,0.4894852042198181
ESPADA™ 2 plus Bundle,ESPADA™ 2 plus Bundle,0.6887973546981812,ESPADA™ 2 plus Bundle,0.6887973546981812
ESPADA™ 2 plus,ESPADA™ 2 plus,0.6642747521400452,ESPADA™ 2 plus,0.6642747521400452
ESPADA™ 2 plus Choose color: Lavender,ESPADA™ 2 plus Elige color: Lavanda,0.5746530890464783,ESPADA™ 2 plus Elige el color: Lavender,0.4932712912559509
"Get clear, smooth & healthy skin with ESPADA™ 2 plus - specifically designed FDA-cleared medical device to clear recurring acne and regulate sebum production. Formulated with 2% Salicylic Acid, ESPADA™ Blemish Solution effectively helps to eliminate existing spots, blemishes & inflammation. Prevent future breakouts now!","Obtén una piel clara, lisa y saludable con ESPADA™ 2 plus – un dispositivo médico aprobado por la FDA, específicamente diseñado para eliminar las lesiones de acné recurrentes y regular la producción de sebo. Formulada con 2% de Ácido Salicílico, ESPADA™ Blemish Solution ayuda eficazmente a eliminar las manchas, imperfecciones e inflamación existentes. ¡Previene brotes futuros ahora!",0.4776989817619324,"Obtén una piel clara, lisa y saludable con ESPADA™ 2 plus, un dispositivo médico aprobado por la FDA específicamente diseñado para eliminar el acné recurrente y regular la producción de sebo. Formulado con 2% de Ácido Salicílico, ESPADA™ Blemish Solution ayuda eficazmente a eliminar las manchas, imperfecciones e inflamación existentes. ¡Previene futuras brotes ahora!",0.5054240226745605
3 out of 4 users report visible results from the very 1st use.,3 de 4 usuarios informan de resultados visibles desde el primer uso.,0.45565661787986755,Tres de cada cuatro usuarios reportan resultados visibles desde el primer uso.,0.6757834553718567
100% of users report clearer skin after using an ultra-precise targeted blue LED acne treatment.,El 100% de los usuarios informa de una piel más clara tras usar un tratamiento con LED azul ultrapreciso y dirigido para el acné.,0.36222416162490845,El 100% de los usuarios declara una piel más clara después de usar un tratamiento con LED azul ultra preciso para el acné.,0.5189878344535828
T-Sonic™ pulsations stimulate microcirculation to accelerate the skin renewal process.,T-Sonic™ pulsaciones estimulan la microcirculación para acelerar el proceso de renovación de la piel.,0.6418614387512207,Las pulsaciones T-Sonic™ estimulan la microcirculación para acelerar el proceso de renovación de la piel.,0.7216207981109619
Niacinamide & Tea Tree Oil help to reduce redness and fade stubborn imperfections.,Niacinamida y el aceite de árbol de té ayudan a reducir la rojez y a desvanecer las imperfecciones persistentes.,0.4943532943725586,Niacinamida y el aceite de árbol de té ayudan a reducir las rojeces y a difuminar las imperfecciones persistentes.,0.5044862627983093
Panthenol & Lactobionic Acid to soothe and hydrate skin - preventing skin dryness and peeling.,Pantenol y ácido láctico para calmar e hidratar la piel - previniendo la sequedad y la descamación de la piel.,0.5554659962654114,Panthenol y Ácido Lactobiónico para calmar e hidratar la piel - previniendo la sequedad y la descamación de la piel.,0.5651846528053284
"Get clear, smooth & healthy skin with ESPADA™ 2 plus - specifically designed to clear recurring acne by treating each individual spot with ultimate precision. Working quickly and effectively, ESPADA™ 2 plus also prevents future breakouts, while healing acne marks and blemishes, and minimizing pores.","Obtén una piel clara, suave y saludable con ESPADA™ 2 plus – diseñado específicamente para eliminar las brotes recurrentes de acné al tratar cada punto individual con una precisión absoluta. Actúa rápidamente y eficazmente, además ESPADA™ 2 plus previene futuros brotes, mientras cura las marcas y los granos de acné y minimiza los poros.",0.4168059527873993,"Obtén una piel clara, lisa y saludable con ESPADA™ 2 plus, diseñado específicamente para eliminar el acné recurrente al tratar cada mancha individual con una precisión inigualable. Funciona rápidamente y eficazmente, además ESPADA™ 2 plus previene brotes futuros, mientras cura las marcas y imperfecciones del acné y minimiza los poros.",0.4864540994167328
More powerful than other blue LED devices on the market - delivering 170 mW/cm².,Más potente que otros dispositivos con LED azul en el mercado - entregando 170 mW/cm².,0.7498279809951782,Más potente que otros dispositivos con LED azul del mercado - entregando 170 mW/cm².,0.7462611794471741
4 out of 5 users report a decrease in breakouts.,4 de 5 usuarios informan de una disminución de brotes.,0.0029577501118183136,Cuatro de cada cinco usuarios reportan una disminución de las imperfecciones.,0.2905312180519104
Takes only 30 seconds to treat each spot with ultra-concentrated light.,Toma solo 30 segundos tratar cada mancha con luz ultra concentrada.,0.5820785164833069,Toma solo 30 segundos tratar cada mancha con luz ultra-concentrada.,0.6214860677719116
3 out of 4 users report visible results after 1st use.,3 de 4 usuarios informan de resultados visibles tras el primer uso.,0.4951830506324768,El 75% de los usuarios declaró resultados visibles tras el primer uso.,0.6121013760566711
Up to 210 uses per USB charge. 100% waterproof.,Hasta 210 usos por carga USB. 100% impermeable.,0.5843221545219421,Hasta 210 usos por carga USB. 100% impermeable.,0.5844987630844116
USB charging cable,Cable de carga USB,0.5106189846992493,Cable USB,0.21904577314853668
Quick start guide,Guía de inicio rápido,0.5323274731636047,Guía de inicio rápido,0.5323274731636047
Manual,Manual,0.5169425010681152,Manual,0.5169425010681152
ESPADA™ 2,ESPADA™ 2,0.714299738407135,ESPADA™ 2,0.714299738407135
ESPADA™,ESPADA™,0.8811864256858826,ESPADA™,0.8811864256858826
KIWI™ derma,KIWI™ derma,0.618378221988678,KIWI™ derma,0.618378221988678
KIWI™,KIWI™,0.7214812636375427,KIWI™,0.7214812636375427
Precise light guide,Guía de luz precisa,-0.3221312463283539,Guía de luz precisa,-0.3221312463283539
Targets and treats each individual spot with ultra-concentrated light.,Objetivos y trata cada punto individual con luz ultra-concentrada.,-0.04475785419344902,Se dirige y trata cada mancha individual con luz ultra-concentrada.,0.07206636667251587
100% waterproof & nonporous to prevent bacteria build-up.,100% impermeable y no poroso para prevenir la acumulación de bacterias.,0.7031477689743042,100% resistente al agua y no poroso para prevenir la acumulación de bacterias.,0.6592778563499451
Smart Swedish design,Diseño sueco inteligente,0.46806278824806213,Diseño inteligente sueco,0.5040322542190552
"USB rechargeable, delivering up to 210 uses per charge.","USB recargable, entregando hasta 210 usos por carga.",0.37597936391830444,"Recargable por USB, con hasta 210 usos por carga.",0.4265488386154175
ESPADA™ BHA+PHA Blemish Solution,ESPADA™ BHA+PHA Solución para el acné,0.11622677743434906,ESPADA™ BHA+PHA Solución para el acné,0.11622677743434906
"A concentrated yet lightweight gel, clinically proven to reduce blemishes in just 3 days. Use with a FOREO ESPADA™ device to supercharge your treatment so you can treat acne with double the power - both on the surface, and deep below skin.","Un gel concentrado pero ligero, clínicamente probado para reducir las imperfecciones en tan solo 3 días. Utilizar con un dispositivo FOREO ESPADA™ para potenciar el tratamiento, de modo que se pueda tratar el acné con el doble de potencia - tanto en la superficie como en profundidad.",0.2878619432449341,"Un gel concentrado y ligero, clínicamente probado para reducir las imperfecciones en tan solo 3 días. Úsalo con un dispositivo FOREO ESPADA™ para potenciar tu tratamiento y así poder tratar el acné con el doble de potencia - tanto en la superficie como en profundidad.",0.47008079290390015
Cleanse,Limpiar,-0.5929144620895386,Limpiar,-0.5929144620895386
"Clean and dry your face and neck. For optimal results, we recommend using a FOREO LUNA™ Facial Cleansing Massager.","Limpia y seca tu rostro y cuello. Para obtener mejores resultados, recomendamos utilizar un masajeador facial FOREO LUNA™.",0.5821937918663025,"Limpia y seca tu rostro y cuello. Para resultados óptimos, te recomendamos usar un FOREO LUNA™ Facial Cleansing Massager.",0.5327042937278748
Apply,Aplicar,0.5197517275810242,Aplicar,0.5197517275810242
"Apply FOREO ESPADA™ BHA+PHA Blemish Solution to each spot you wish to treat, if desired.","Aplicar el FOREO ESPADA™ BHA+PHA Blemish Solution a cada mancha que desee tratar, si lo desea.",0.03154880180954933,"Aplica la solución FOREO ESPADA™ BHA+PHA Blemish a cada mancha que desees tratar, si lo deseas.",0.011885080486536026
Press the universal button to turn on ESPADA™ 2 plus. Position the light guide onto the spot you wish to treat. Hold on skin for 30 secs. You can treat the same spot up to 2 times in one treatment.,Pulse el botón universal para encender el ESPADA™ 2 plus. Posicione la guía de luz sobre el punto que desee tratar. Mantenga sobre la piel durante 30 segundos. Puede tratar el mismo punto hasta 2 veces en un tratamiento.,0.514052152633667,Presiona el botón universal para encender ESPADA™ 2 plus. Posiciona la guía de luz sobre el punto que deseas tratar. Manténlo sobre la piel durante 30 segundos. Puedes tratar el mismo punto hasta 2 veces en un solo tratamiento.,0.5441098809242249
LUNA™ 4 Bundle,LUNA™ 4 Bundle,0.6346305012702942,LUNA™ 4 Bundle,0.6346305012702942
KIWI™ Active Pore & Blackhead Mask,KIWI™ Active Pore & Blackhead Mask,0.5878687500953674,KIWI™ Máscara activa para poros y puntos negros,0.25093501806259155
Acne treatment devices,Dispositivos de tratamiento para el acné,0.4395180642604828,Dispositivos para el tratamiento del acné,0.5011488199234009
ESPADA™ 2 ESPADA™ 2 Acne treatment device € 179 Geo Stock test,ESPADA™ 2 ESPADA™ 2 Tratamiento para el acné € 179 Geo Stock test,-0.39365723729133606,ESPADA™ 2 ESPADA™ 2 Dispositivo para el tratamiento del acné € 179 Geo Stock test,-0.16988742351531982
ESPADA™ 2 plus ESPADA™ 2 plus LED therapy for recurring acne € 209 € 179 SAVE € 30 Geo Stock test,ESPADA™ 2 plus ESPADA™ 2 plus terapia LED para acné recurrente € 209 € 179 AHORRA € 30 Geo Stock test,-0.5137441754341125,ESPADA™ 2 plus ESPADA™ 2 plus Terapia LED para el acné recurrente € 209 € 179 AHORRA € 30 Prueba de stock Geo,0.15976116061210632
Acne treatment with blue light therapy,Tratamiento para el acné con terapia de luz azul,0.5581679344177246,Tratamiento del acné con terapia de luz azul,0.6391929984092712
"Target, treat & terminate breakouts","Objetivo, tratamiento y terminación de brotes",-0.1291118562221527,"Objetivo, tratamiento y eliminación de las imperfecciones.",-0.40696752071380615
"Featuring the dual-power of blue LED light & T-Sonic™ pulsations, ESPADA™ 2 works quickly & effectively to clear existing acne, blemishes & inflammation - without drying skin. It also regulates sebum production to prevent future breakouts - leaving your skin looking clear, healthy & smooth. FDA-cleared medical device. Clinically proven to treat and heal acne-prone skin. 100% of ESPADA™ 2 users report clearer skin.","Presentando la doble potencia de luz LED azul y pulsaciones T-Sonic™, ESPADA™ 2 funciona rápidamente y eficazmente para eliminar el acné, las imperfecciones e la inflamación existentes, sin resecar la piel. También regula la producción de sebo para prevenir brotes futuros, dejando tu piel con un aspecto limpio, saludable y suave. Dispositivo médico aprobado por la FDA. Clínicamente probado para tratar y curar la piel propensa al acné. El 100% de los usuarios de ESPADA™ 2 informa de una piel más clara.",0.38861605525016785,"Con la doble potencia de la luz azul LED y las pulsaciones T-Sonic™, ESPADA™ 2 elimina eficazmente el acné, las imperfecciones y la inflamación existentes, sin resecar la piel. Además, regula la producción de sebo para prevenir brotes futuros, dejando la piel clara, saludable y suave. Dispositivo médico aprobado por la FDA y clínicamente probado para tratar y curar la piel propensa al acné. El 100% de los usuarios de ESPADA™ 2 reporta una piel más clara.",0.45251336693763733
Quickly clear acne,Quita el acné rápidamente.,0.19343191385269165,Elimina el acné rápidamente.,0.43283021450042725
Up to 3000 mW of blue LED works quickly and effectively to terminate existing acne and inflammation on the skin’s surface.,Hasta 3000 mW de LED azul funciona rápidamente y eficazmente para eliminar el acné y la inflamación existentes en la superficie de la piel.,0.6315701603889465,Hasta 3000 mW de LED azul trabaja rápidamente y eficazmente para eliminar el acné y la inflamación existentes en la superficie de la piel.,0.6216289401054382
"T-Sonic™ pulsations stimulate microcirculation to accelerate the skin renewal process, fading acne marks & blemishes.","T-Sonic™ pulsaciones estimulan la microcirculación para acelerar el proceso de renovación de la piel, atenuando las marcas y manchas de acné.",0.5138254165649414,"Las pulsaciones T-Sonic™ estimulan la microcirculación para acelerar el proceso de renovación de la piel, atenuando las marcas y los puntos negros.",0.586585283279419
Prevent future breakouts,Prevenir futuras brotes,-0.20131787657737732,Prevenir brotes futuros,-0.23039835691452026
"415 nm blue LED penetrates below the skin to kill acne-causing bacteria at the source, preventing future breakouts.","El LED azul de 415 nm penetra debajo de la piel para matar las bacterias causantes del acné en su origen, previniendo futuras brotanzas.",0.5326516032218933,"El LED azul de 415 nm penetra debajo de la piel para eliminar las bacterias causantes del acné en su origen, previniendo futuros brotes.",0.532930314540863
Significantly reduces redness & pore size.,Reduce significativamente la rojez y el tamaño del poro.,0.3932795226573944,Reduce significativamente las rojeces y el tamaño de los poros.,0.5496740341186523
reduces redness & pore size.,reduce la rojez y el tamaño del poro.,0.3464377522468567,Reduce las rojeces y el tamaño de los poros.,0.5670544505119324
Significantly increases skin smoothness.,Aumenta significativamente la suavidad de la piel.,0.5059398412704468,Aumenta significativamente la suavidad de la piel.,0.5059398412704468
increases skin smoothness.,mejora la suavidad de la piel.,0.49524879455566406,Mejora la suavidad de la piel.,0.5165066123008728
Choose color: Fuchsia,Elegir color: Fucsia,0.6080541014671326,Elige el color: Fuchsia,0.8712214231491089
"Introducing the FDA-cleared medical device that treats and heals acne-prone skin quicker and more efficiently than ever before. It clears existing spots and blemishes, and prevents future breakouts - for a beautifully clear, healthy & smooth complexion every single day.","Presentamos el dispositivo médico aprobado por la FDA que trata y cura la piel propensa al acné de forma más rápida y eficiente que nunca. Elimina las manchas y granitos existentes y previene brotes futuros – para una tez hermosa, clara, saludable y suave todos los días.",0.5136821866035461,"Presentamos el dispositivo médico aprobado por la FDA que trata y cura la piel propensa al acné más rápido y de manera más eficiente que nunca. Elimina las manchas y las imperfecciones existentes y previene futuras brotes, para una tez hermosa, clara, sana y suave todos los días.",0.5143147110939026
100% of users report clearer skin.,El 100% de los usuarios reporta una piel más clara.,0.6809864640235901,El 100% declaró sentir la piel más clara.,0.5151715278625488
Takes only 30 seconds to treat each spot.,Toma 30 segundos curar cada mancha.,0.5431244969367981,Trata cada mancha en solo 30 segundos.,0.4521696865558624
Features antibacterial silicone to stop bacteria spreading.,Características de silicona antibacteriana para detener la propagación de bacterias.,0.4801027774810791,Características de silicona antibacteriana para detener la propagación de bacterias.,0.4801027774810791
Velvety soft for sensitive skin. 100% waterproof. USB rechargeable.,Suave como la seda para pieles sensibles. 100% impermeable. Recargable con USB.,0.6249193549156189,Suave como la seda para pieles sensibles. 100% impermeable. Recargable por USB.,0.6777381300926208
Precise targeting light,Preciso enfoque de luz,0.14470292627811432,Luz de precisión,-0.3273904323577881
Targets and treats each individual blemish with ultimate precision.,Objetivos y trata cada mancha individual con la máxima precisión.,-0.23896703124046326,Dirige y trata cada imperfección individual con la máxima precisión.,0.3431110680103302
Smart skin sensor,Sensor de piel inteligente,0.6260358691215515,Sensor inteligente de la piel,0.5939503312110901
"Blue LED only activates when treatment area is on skin, for optimal safety.","El LED azul solo se activa cuando el área de tratamiento está sobre la piel, para una óptima seguridad.",0.524537980556488,"El LED azul solo se activa cuando el área de tratamiento está sobre la piel, para una seguridad óptima.",0.5362488627433777
Built-in timer,Temporizador integrado,-0.1705704629421234,Temporizador incorporado,0.07689042389392853
Pulses every 30 seconds to let you know when acne has been treated.,Pulsa cada 30 segundos para informarte cuando el acné ha sido tratado.,0.1490161418914795,Pulso cada 30 segundos para que sepas cuándo se ha tratado el acné.,0.12925153970718384
100% waterproof & nonporous to prevent bacteria build-up & spreading.,100% impermeable y no poroso para prevenir la acumulación y propagación de bacterias.,0.6755791306495667,100% resistente al agua y no poroso para prevenir la acumulación y propagación de bacterias.,0.6581708788871765
Velvety soft & smooth to be extra-gentle on sensitive skin & USB rechargeable.,"Suave y suave, para ser extra-suave en la piel sensible y recargable con USB.",-0.05709710344672203,Suave como la seda y suave al tacto para ser extra-suave con la piel sensible y recargable por USB.,0.3388518691062927
"A concentrated yet lightweight gel, clinically proven to reduce blemishes in just 3 days. Use with ESPADA™ to supercharge your treatment so you can treat acne with double the power - both on the surface, and deep below skin.","Un gel concentrado pero ligero, clínicamente probado para reducir las imperfecciones en tan solo 3 días. Usar con ESPADA™ para potenciar el tratamiento para poder tratar el acné con el doble de potencia - tanto en la superficie como en profundidad.",0.29073190689086914,"Una gel concentrada y ligera, clínicamente probada para reducir las imperfecciones en tan solo 3 días. Úsala con ESPADA™ para potenciar tu tratamiento y así tratar el acné con el doble de potencia - tanto en la superficie como en profundidad en la piel.",0.22624510526657104
Press the universal button to turn on ESPADA™ 2. Aim it so the spot you wish to treat is in the center of the precise targeting light & hold on skin for 30 secs. You can treat the same spot up to 4 times in one treatment.,Pulse el botón universal para encender ESPADA™. Apunta hacia el lugar que deseas tratar y mantén la mira sobre la piel durante 30 segundos. Puedes tratar el mismo punto hasta 4 veces en un mismo tratamiento.,0.4224494695663452,Pulsa el botón central para encender ESPADA™ 2. Dirígelo de modo que el punto que deseas tratar esté en el centro de la luz de precisión y mantenlo sobre la piel durante 30 segundos. Puedes tratar el mismo punto hasta 4 veces en un solo tratamiento.,0.4697611331939697
Banish breakouts in no time,Banish breakouts in no time,0.6147630214691162,Elimina las imperfecciones en un instante.,0.07328329980373383
ESPADA BHA+PHA Blemish Solution,ESPADA BHA+PHA Solución Blemish,-0.07574576139450073,ESPADA BHA+PHA Solución para el acné,-0.3296997845172882
"It’s no secret that clear and calm skin makes you feel more confident. ESPADA BHA+PHA Blemish Solution quickly targets blemishes on the surface of your skin - for a spotlessly clear and radiant complexion. Packing a powerful combination of 6 different super ingredients - 2% salicylic acid, witch hazel, niacinamide, tea tree oil, lactobionic acid and panthenol.","Es un hecho que la piel clara y tranquila te hace sentir más segura de ti misma. ESPADA BHA+PHA Blemish Solution aborda rápidamente las imperfecciones en la superficie de tu piel – para una tez impecable y radiante. Contiene una potente combinación de 6 ingredientes super, el ácido salicílico al 2%, arcilla de sauce, niacinamida, aceite de árbol de té, ácido láctico y pantenol.",0.09928953647613525,"Es un hecho que una piel clara y tranquila te hace sentir más segura de ti misma. ESPADA BHA+PHA Blemish Solution se dirige rápidamente a las imperfecciones en la superficie de tu piel, para que tengas una tez impecable y radiante. Contiene una potente combinación de 6 ingredientes superpoderosos diferentes: ácido salicílico al 2%, extracto de hamamelis, niacinamida, aceite de árbol de té, ácido láctico y pantenol.",0.28503724932670593
