english,spanish
"Clinically-proven wavelengths: Pulsed light (590 - 1200 nm) promotes overall skin rejuvenation by addressing pigmentation issues (age spots, melasma), redness (rosacea) & minor scarring.","Clinically-proven wavelengths: Pulsed light (590 - 1200 nm) promotes overall skin rejuvenation by addressing pigmentation issues (age spots, melasma), redness (rosacea) & minor scarring."
"Targeted cellular repair: Red (650 nm) & NIR (850 nm) LED help reduce fine lines & wrinkles, improve skin tone, and reduce acne breakouts & inflammation.","Targeted cellular repair: Red (650 nm) & NIR (850 nm) LED help reduce fine lines & wrinkles, improve skin tone, and reduce acne breakouts & inflammation."
"Restores skin from within: Increases ATP production to support faster healing, improved resilience, and long-term skin health.","Restores skin from within: Increases ATP production to support faster healing, improved resilience, and long-term skin health."
"Smart Swedish design: Full face & neck treatment takes just 2 mins. 5 customizable intensities, up to 4.4 J/cm², up to 10 flashes per second.","Smart Swedish design: Full face & neck treatment takes just 2 mins. 5 customizable intensities, up to 4.4 J/cm², up to 10 flashes per second."
FAQ™ 502 device,FAQ™ 502 device
Protective Glasses,Protective Glasses
Glasses Pouch & Cleaning Cloth,Glasses Pouch & Cleaning Cloth
USB Charging Cable,USB Charging Cable
Quick Start Guide,Quick Start Guide
General Manual,General Manual
"Smoother, more balanced skin - in a flash. FAQ™ 501 helps with skin concerns such as uneven skin tone, fine lines & the appearance of blemishes, working to refine your skin’s texture over time. An easy & effective way to refresh your skin & support a youthful-looking complexion.","Smoother, more balanced skin - in a flash. FAQ™ 501 helps with skin concerns such as uneven skin tone, fine lines & the appearance of blemishes, working to refine your skin’s texture over time. An easy & effective way to refresh your skin & support a youthful-looking complexion."
"Multi-depth skin targeting: Broad-spectrum pulsed light reaches mid-to-deep dermal layers, while narrow red LED is absorbed at a precise depth - targeting skin across all layers.","Multi-depth skin targeting: Broad-spectrum pulsed light reaches mid-to-deep dermal layers, while narrow red LED is absorbed at a precise depth - targeting skin across all layers."
"Targeted cellular repair: Red light therapy (650 nm) helps reduce fine lines, even skin tone, and reduce acne breakouts.","Targeted cellular repair: Red light therapy (650 nm) helps reduce fine lines, even skin tone, and reduce acne breakouts."
"Smart Swedish design: Full face & neck treatment takes just 2 mins. 5 customizable intensities, up to 3.9 J/cm², up to 7 flashes per second.","Smart Swedish design: Full face & neck treatment takes just 2 mins. 5 customizable intensities, up to 3.9 J/cm², up to 7 flashes per second."
FAQ™ 501 device,FAQ™ 501 device
FAQ™ Red Light Peptide Serum,FAQ™ Red Light Peptide Serum
"Expertly formulated to complement your LED light treatments. This all-in-one antioxidant-rich serum is enhanced with collagen-boosting Peptides, brightening Sea Daffodil, hydrating HA, soothing Green Tea & repairing Cica helping your skin respond better, recover faster, and look even more radiant after each LED treatment.","Formulado por expertos para complementar tus tratamientos de luz LED, este sérum todo en uno está cargado de antioxidantes y enriquecido con péptidos que estimulan el colágeno, narciso de mar iluminador, ácido hialurónico hidratante, té verde calmante y centella reparadora. Ayuda a que tu piel responda mejor, se recupere más rápido y luzca aún más radiante tras cada sesión de luz LED."
Simple & easy,Simple y fácil
Prep,Preparar
"Before starting your treatment, skin should be clean and dry, and you should put on the protective glasses. To optimize your treatment even further, apply FAQ™ Red Light Peptide Serum onto the areas you wish to treat, and gently massage until fully absorbed.","Antes de comenzar tu tratamiento, la piel debe estar limpia y seca, y debes ponerte las gafas de protección. Para optimizar aún más tu tratamiento, aplica el sérum FAQ™ Red Light Peptide en las áreas que deseas tratar y masajea suavemente hasta su completa absorción."
Select intensity,Selecciona la intensidad
Press the universal button to turn on your FAQ™ 502 device. Then adjust the intensity by pressing the + and - buttons. You can access video-guided treatments and more settings via the FAQ™ Swiss app. Download app,"Presiona el botón universal para encender tu dispositivo FAQ™ 502. Después, ajusta la intensidad utilizando los botones + y -. Podrás acceder a tratamientos guiados en vídeo y a más configuraciones a través de la app FAQ™ Swiss. Descarga la app y comienza."
Rejuvenate,Rejuvenecer
"Lightly place the silicone shield to your skin. For large areas, press and hold the flash button while gliding on skin. For small areas, press and immediately release the flash button.","Coloca suavemente el protector de silicona sobre tu piel. Para áreas grandes, presiona y mantén presionado el botón de flash mientras deslizas sobre la piel. Para áreas pequeñas, presiona y suelta inmediatamente el botón de flash."
One-time investment,Inversión única
"Sustainable Premium quality & a product life of years, with no replacement parts required. Ever.","Sostenible Calidad premium y una vida útil de años, sin necesidad de piezas de repuesto. Nunca."
"Premium quality & a product life of years, with no replacement parts required. Ever.","Calidad premium y una vida útil de años, sin necesidad de piezas de repuesto. Nunca."
Protective eyewear Shields eyes from high-intensity light during treatments. Provided with a glasses pouch & cleaning cloth.,Gafas protectoras Protegen los ojos de la luz de alta intensidad durante los tratamientos. Incluye funda para gafas y paño de limpieza.
Protective eyewear,Gafas protectoras
Shields eyes from high-intensity light during treatments. Provided with a glasses pouch & cleaning cloth.,Protegen los ojos de la luz de alta intensidad durante los tratamientos. Incluye funda para gafas y paño de limpieza.
"App connected With how to use guidance, customizable settings, and pre-set treatments.","App conectada Con manuales de uso, configuraciones personalizables y tratamientos preestablecidos."
App connected,App conectada
"With how to use guidance, customizable settings, and pre-set treatments.","Con manuales de uso, configuraciones personalizables y tratamientos preestablecidos."
Cruelty-free & Vegan No animals were used in the development and testing of this product.,Cruelty-free y vegano No se utilizaron animales en el desarrollo ni en las pruebas de este producto.
Cruelty-free & Vegan,Cruelty-free y vegano
No animals were used in the development and testing of this product.,No se utilizaron animales en el desarrollo ni en las pruebas de este producto.
LED light,LUZ LED
Clinical results & Expert reviews,Resultados clínicos y opiniones de expertos
See what others think...,Mira lo que piensan otras personas
The power of healing sunlight in a device,"Toda la fuerza del sol para cuidar tu piel, en un solo dispositivo"
365 days of unstoppable power,365 días de poder imparable
SKINCARE,COSMÉTICOS
SUPERCHARGED™ Serum 2.0,SUPERCHARGED™ Serum 2.0
FAQ™ Scalp Recovery & Thick Hair Probiotic Serum,FAQ™ Sérum probiótico para cabello y cuero cabelludo
IRIS™ Hydrating Hydrogel Eye Mask,IRIS™ Hydrating Hydrogel Eye Mask
FAQ™ P1,FAQ™ P1
More than skincare. A statement piece.,Esto es más que cuidado de la piel: es un accesorio único.
SWEDISH BEAUTY ROUTINES,Rutinas suecas de belleza
3 steps for a face that can face anything,Reinventa tu rutina en tres pasos profesionales
"Your skin wants to breathe. To glow. To be firm. The good news is: getting pro-level results is now easier than ever. You can do it anytime, anywhere. Effortlessly. So forget about spending at least an hour at a beauty salon. Check out these 4 products used for a 6-minute routine recommended by Vogue.","Deja a tu piel respirar, tonifícala de forma natural, y dale luminosidad gracias a las luces LED y al ritual con mascarilla facial. Disfruta de resultados profesionales sin importar donde estés. Es tan sencillo como leer la rutina de 6 minutos recomendada por Vogue."
LUNATM Step 1 Facial Cleanse,LUNATM Paso 1 Limpieza facial
BEARTM Step 2 Facelift,BEARTM Paso 2 Lifting facial
UFOTM Step 3 Hydrate,UFOTM Paso 3 Hidrátate
ISSATM Step 3 1/2 Smile,ISSATM Paso 3 1/2 Sonríe
LOVED BY CELEBRITIES,LAS CELEBRITIES LO ADORAN
"...when I use the LUNA™ mini 2 and put on my cleanser, before I even take a shower, it just brings the blood supply to my skin, and you know...it just helps everything settle faster in the morning.","...cuando uso LUNA™ mini 2 con mi limpiador facial antes de ducharme estimulo la circulación sanguínea de mi piel, y lo cierto es que me ayuda a comenzar bien el día."
"I think probably one of the hugest benefits is that this only takes 90 seconds. Everyone is always in a rush these days, and I think if we could all mask in the morning we would – the UFO™ definitely makes that possible.","Creo que uno de los mayores beneficios es que sólo requiere 90 segundos de uso. Hoy en día todo el mundo tiene prisa, y si pudiéramos disfrutar de una mascarilla todos los días lo haríamos. UFO™ lo hace realmente posible."
"When my eyes get puffy, I pull out my FOREO IRIS™ massager — it mimics the tapping used in traditional Asian skin care. It looks like a vibrator, so I call it my 'eyebrator.'","Cuando siento mis ojos hinchados, uso el masajeador FOREO IRIS™ . Este masajeador imita el masaje de presión tradicional asiático utilizado en el cuidado de la piel. Parece un vibrador, así que lo puedes considerar un 'vibrador para los ojos'."
Feels like I am literally at the spa! UFO™ 2 makes you feel like you are having a massage & it's so nourishing.,¡Es literalmente como una visita al spa! UFO™ 2 se siente como si recibieras un masaje y es muy hidratante.
"Every day, I wash my face using the Kora Organics Cream Cleanser and the FOREO LUNA™ mini 2 Pink, for an extra deep cleanse.",Limpio mi rostro todos los días con el limpiador Kora Organics y con FOREO LUNA™ mini 2 Pink para una limpieza facial profunda.
"It takes 90 seconds and it will immediately make your skin look and feel phenomenal, exactly the same effect as if you've just had a super luxurious facial.","Sólo necesitas 90 segundos para que tu piel luzca y se sienta fenomenal, con exactamente el mismo efecto que una visita a un spa de lujo."
My FOREO face brush is fantastic for cleansing skin while travelling.,Mi cepillo facial FOREO es fantástico para limpiar la piel cuando estoy de viaje.
"I hate it when they put vaseline on my face for boxing, so afterwards I cleanse with my FOREO and Dr Barbara Sturm cleanser, which gets rid of all the dirt from the fight, too.","Odio ponerme vaselina en mi rostro para boxear, así que al finalizar limpio mi piel con FOREO y el limpiador Dr Barbara Sturm para eliminar toda la suciedad del combate."
250+ AWARDS,MÁS DE 250 GALARDONES
Fewer wrinkles. In just 1 week.,Reafirma y tonifica. En 1 semana.
Seriously. We've got the clinicals to back it up.,El primer dispositivo del mundo con 4 modos de microcorrientes.
Targeted treatments,Tratamientos especializados
"Making your skin happy doesn’t have to be hard. The first step is to target what you want to improve. By finding the proper treatment, you are halfway there.",Hacer feliz a tu piel no tiene por qué ser difícil. El primer paso es descubrir lo que necesita mejorar. Encuentra el tratamiento adecuado y estarás en la mitad del camino.
A single charge per year?,¿Un sola carga al año?
"Exactly, charge once, brush for a year. ISSATM is the world's first silicone sonic toothbrush that cleans teeth, gums, tongue, and cheeks, with a battery that lasts up to a year per one charge. It is clinically proven to improve overall oral hygiene by 140%. All users report whiter, brighter teeth and a fresher mouth.","Exacto, cárgalo una vez y cepilla tus dientes durante todo un año. ISSATM es el primer cepillo de dientes sónico de silicona del mundo que limpia los dientes, las encías, la lengua y el interior de la boca, con una batería que dura hasta un año con una sola carga. Se ha probado clínicamente que mejora la higiene bucal un 140%. Todos los usuarios reportaron dientes más blancos y brillantes, y una boca más fresca."
That's right. We just hacked aging.,Así es. Hemos descifrado el envejecimiento.
BLOG,BLOG
MUJERES QUE INSPIRAN,MUJERES QUE INSPIRAN
CEO de Women In Tech (WITH),CEO de Women In Tech (WITH)
BELLEZA,BELLEZA
¿Cómo funcionan las máscaras LED y ayudan a tu piel?,¿Cómo funcionan las máscaras LED y ayudan a tu piel?
Así funciona la tecnología de microcorrientes en el mundo de la cosmética,Así funciona la tecnología de microcorrientes en el mundo de la cosmética
You absolutely must own this,El dispositivo que debes tener
For the same reason you must own a toothbrush.,Por la misma razón que tienes un cepillo de dientes.
LET’S GET IN TOUCH,CONECTA CON NOSOTROS
Ig,Ig
Fb,Fb
Tk,Tk
Yt,Yt
Alex Gonzaga,Alex Gonzaga
Trevor Ritchie,Trevor Ritchie
Rita Ora,Rita Ora
MsAaliyahJay,MsAaliyahJay
Ryan Libbey,Ryan Libbey
The exciting story of FOREO family,La apasionante historia de FOREO
Behind our global presence is a simple idea: to help millions of people feel great in their own skin. By getting professional results without leaving home.,"Detrás de cualquier éxito, hay una historia. La nuestra empezó con la idea de mejorar el cuidado personal, y ahora ayudamos a millones de personas a sentirse y verse mejor."
Discover more,Descubre más
Fresh & radiant. Smooth & soft. Firm & healthy.,El LUNATM más suave y potente jamás creado
Swedish facial cleanse with clinically proven results.,La forma más higiénica de limpiar tu piel.
"Meet cutting-edge technology that’s designed to give you a deep in-pore cleanse. Remove 99% of dirt, oil and makeup residue. Boost circulation and collagen. Promote lymphatic drainage. Reduce puffiness. Improve absorption of active ingredients. And enjoy skin firming T-Sonic™ massages with your LUNA™ 4.","¿Sabías que tu piel acumula más de 4 kilos de suciedad y células muertas de la piel en un año? Limpiar tu piel con las manos es mucho menos eficaz de lo que piensas. Por eso hemos creado un dispositivo de limpieza facial 2 en 1 que elimina el 99% de suciedad, grasa y restos de maquillaje, y lo hemos probado clínicamente."
Say goodbye to ineffective skincare routines and embrace the award-winning LUNA™ 4 brush for the softest deep cleanse of your life.,"Te ofrece una limpieza personalizada basada en el tipo de piel y las zonas con problemas. Además, reafirma tu piel con masajes guiados que tonifican zonas específicas de tu rostro y cuello. Suave. Eficaz. Indispensable."
Clinically proven,Clínicamente probado
"LUNATM 4 uses T-SonicTM pulsations and velvety-soft silicone touchpoints to remove impurities trapped deep within pores. It is clinically proven to remove 99% of dirt, oil, and makeup residue, and is 35x more hygienic than brushes with nylon bristles.","LUNATM 4 usa pulsaciones T-SonicTM y suaves filamentos de silicona para eliminar las impurezas que obstruyen los poros. Ha sido probado clínicamente que elimina el 99% de la suciedad, grasa y restos de maquillaje, y es 35 veces más higiénico que los cepillos con filamentos de nylon."
Tailored cleansing,Limpieza personalizada
"3 brush types - for balanced, sensitive or combination skin. Gentle, Regular & Deep cleanse modes - for different areas of the face & neck. 16 adjustable T-SonicTM pulsation intensities. 100% of users report more refreshed & radiant skin.","3 tipos de cepillo - para piel normal, sensible o mixta. Modos de limpieza suave, normal o profundo, para las diferentes zonas de tu rostro y cuello. 16 intensidades de pulsaciones T-SonicTM . El 100% de usuarios declaró sentir la piel más fresca y radiante."
Firming massages,Masajes reafirmantes
"Guided firming massages help reduce fine lines & sagging, relax facial & neck muscle tension points, and improve lymphatic drainage - targeting visible signs of aging. 86% of users report skin looks & feels firmer and more elastic.","Con masajes reafirmantes guiados que reducen las líneas de expresión y la flacidez, relajan los puntos de tensión muscular del rostro y el cuello, y mejoran el drenaje linfático combatiendo los signos visibles de envejecimiento. El 86% de los usuarios declararon sentir la piel más firme y elástica."
Flawless prep,Preparación perfecta
"The best way to prep skin, for a more effective skincare routine. LUNATM 4 enables active ingredients in your creams, serums, and masks to penetrate deep into skin, where they work best. 98% of users experience better absorption of skincare products.","La mejor forma de preparar la piel, para una rutina de cuidado facial más eficaz. LUNATM 4 permite que los ingredientes activos de tus cremas, serums y mascarillas penetren profundamente en la piel. El 98% de usuarios declaró sentir una mejor absorción de los productos de cuidado facial."
Reduce blemishes,Reduce las imperfecciones
"Made of ultra-hygienic silicone, LUNATM 4 is bacteria-resistant to reduce breakouts. It also gently exfoliates skin, removing dead skin cells to reveal fresh healthy skin below. 96% of users report healthier-looking skin, while 81% report reduced appearance of blemishes.","Fabricado con silicona ultrahigiénica, LUNATM 4 es resistente a las bacterias para reducir las imperfecciones. Exfolia la piel y elimina las células muertas para revelar una piel fresca y radiante. El 96% de los usuarios declaró sentir la piel más sana, y el 81% una reducción de imperfecciones."
Upgraded design,Diseño mejorado
"The most gentle LUNATM yet, it’s made of 17% softer silicone touchpoints that glide even more effortlessly across skin to preserve its natural elasticity. It also features a new travel-lock function, 3 cleansing modes, and 5 massage patterns.","El LUNATM más agradable jamás creado, fabricado con filamentos de silicona 17% más suaves que se deslizan sin esfuerzo sobre la piel para preservar su elasticidad natural. También incluye una nueva función de bloqueo, 3 modos de limpieza y 5 tipos de masaje."
Clinical-consumer results,Resultados clínicos
"Clinically proven to remove 99% of dirt, oil & makeup residue.","Clínicamente eliminan el 99% de suciedad, grasa y restos de maquillaje."
Clinically proven to remove,Clínicamente eliminan el
99%,99%
"of dirt, oil & makeup residue.","de suciedad, grasa y restos de maquillaje."
100% of users report more refreshed and radiant skin.,El 100% de usuarios declaró sentir la piel más fresca y radiante.
100%,El 100%
of users report more refreshed and radiant skin.,de usuarios declaró sentir la piel más fresca y radiante.
98% of users report better absorption of skincare products.,El 98% declaró sentir una mayor absorción de los productos de cuidado facial.
98%,El 98%
of users report better absorption of skincare products.,declaró sentir una mayor absorción de los productos de cuidado facial.
96% of users report healthier-looking skin.,El 96% de usuarios declaró sentir la piel más sana.
96%,El 96%
of users report healthier-looking skin.,de usuarios declaró sentir la piel más sana.
86% of users report skin looks & feels firmer and more elastic.,El 86% declararon sentir la piel más firme y elástica.
86%,El 86%
of users report skin looks & feels firmer and more elastic.,declararon sentir la piel más firme y elástica.
81% of users report reduced appearance of blemishes.,El 81% declaró una reducción de imperfecciones.
81%,El 81%
of users report reduced appearance of blemishes.,declaró una reducción de imperfecciones.
Choose skin type: Sensitive skin,Elige tu tipo de piel: Piel sensible
"Are you ready to experience the gentlest and most effective cleanse of your life? LUNA™ 4 removes 99% of dirt, oil and makeup residue while promoting circulation, lymphatic drainage and absorption of active ingredients - all thanks to T-Sonic™ pulsations. Personalize the device to your skin needs, and enjoy video-guided skin firming massages via the app to enjoy a premium skincare experience whenever you want. Because you deserve a routine as unique as your skin.","¿Sabías que tu piel acumula más de 4 kilos de suciedad y células muertas en un año? Limpiar tu rostro con las manos no es muy eficaz. Por eso, hemos creado un dispositivo de limpieza facial 2 en 1 que elimina el 99% de suciedad, grasa y restos de maquillaje, y lo hemos probado clínicamente."
100% of users report more refreshed & radiant skin.,35 veces más higiénico que los cepillos con filamentos de nylon.
96% of users report healthier-looking skin. 81% report reduced blemishes.,El 100% de usuarios declaró sentir la piel más fresca y radiante.
98% of users experience better absorption of skincare products.,El 96% de usuarios declaró sentir la piel más sana. El 81% una reducción de imperfecciones.
86% of users report skin looks & feels firmer and more elastic.,El 98% de usuarios declaró sentir una mayor absorción de los productos de cuidado facial.
"Tailored cleanse with Gentle, Regular and Deep Cleanse modes.",El 86% de los usuarios declaró sentir la piel más firme y elástica.
"16 intensities, 4 guided massages & 5 massage patterns.","16 intensidades, 3 modos de limpieza, 4 masajes guiados y 5 tipos de masaje."
USB charging cable,Cable de carga USB
Travel pouch,Bolsa de transporte
Quick start guide,Guía de inicio rápido
General manual,Manual general
"2-year warranty (Spain, Portugal, Sweden: 3-year warranty)","Garantía de 2 años (España, Portugal, Suecia: Garantía de 3 años)"
LUNA™ 4 plus,LUNA™ 4 plus
LUNA™ 4 MEN,LUNA™ 4 MEN
"Lighter than air. For a soft, gentle cleanse.",Más ligero que el aire. Para una limpieza suave y agradable.
"Wash away your day with this gentle foaming cleanser. Formulated with skin-replenishing amino acids and vitamin E to help retain moisture. Skin is left soft, naturally radiant and healthy-looking.","Comienza el día limpiando tu rostro con este suave limpiador de espuma. Formulado con aminoácidos para rellenar tu piel y vitamina E para retener la hidratación. Tu piel lucirá suave, radiante y con apariencia saludable."
"Vegan, cruelty-free, fragrance-free, dermatologist tested, and for all skin types.","Vegano, cruelty free, sin fragancia, probado dermatológicamente y para todo tipo de pieles."
Massage patterns,Tipos de masaje
Lymphatic Drainage Massage Boosts circulation - eyes & jaw.,Masaje de drenaje linfático Potencia la microcirculación - ojos y mandíbula.
Lymphatic Drainage Massage,Masaje de drenaje linfático
Boosts circulation - eyes & jaw.,Potencia la microcirculación - ojos y mandíbula.
Deep Tissue Massage Relieves tension - cheeks & jaw.,Masaje de tejido profundo Calma la tensión - mejillas y mandíbula.
Deep Tissue Massage,Masaje de tejido profundo
Relieves tension - cheeks & jaw.,Calma la tensión - mejillas y mandíbula.
Trigger Point Massage Relieves muscle tightness - neck.,Masaje de puntos gatillo Calma la tensión muscular - cuello.
Trigger Point Massage,Masaje de puntos gatillo
Relieves muscle tightness - neck.,Calma la tensión muscular - cuello.
Shiatsu Massage Promotes calm - forehead & temples.,Masaje Shiatsu Favorece la relajación - frente y sien.
Shiatsu Massage,Masaje Shiatsu
Promotes calm - forehead & temples.,Favorece la relajación - frente y sien.
Reflexology Massage Restores energy - eyebrows & ears.,Masaje de reflexología Restaura la energía - pestañas y oídos.
Reflexology Massage,Masaje de reflexología
Restores energy - eyebrows & ears.,Restaura la energía - pestañas y oídos.
Simple & easy,Simple y sencillo
LUNA™ Cleansing Balm,LUNA™ Cleansing Balm
"Scoop out an almond-sized amount of balm, and rub between fingers until it melts into an oil. Then gently massage onto dry face in circular motions, focusing on makeup-heavy areas.","Aplica en los dedos una cantidad del tamaño de una almendra, y frota el bálsamo hasta que se vuelva aceitoso. A continuación, masajea suavemente y con movimientos circulares sobre tu rostro seco. Céntrate en las zonas que aplicas más maquillaje."
LUNA™ Micro-Foam Cleanser,LUNA™ Micro-Foam Cleanser
Remove the balm and all the impurities it has collected with warm water or a washcloth. Then apply a pea-sized amount of the Micro-Foam Cleanser evenly over damp face and neck.,"Retira el bálsamo y las impurezas que ha acumulado con agua tibia o una toalla. A continuación, aplica uniformemente sobre tu rostro y cuello una cantidad del limpiador de microespuma del tamaño de un guisante."
LUNA™ Facial Cleansing Device,Dispositivo de limpieza facial LUNA™
"Wet LUNA™ 4 and press the universal button to turn on the device. Then glide the device in circular motions around your face and neck, massaging the cleanser into your pores. Once finished, rinse face/neck and device.","Humedece LUNA™ 4 y pulsa el botón central para encender el dispositivo. A continuación, desliza el dispositivo sobre tu rostro y cuello con movimientos circulares, masajeando el limpiador en los poros. Cuando finalices, aclara tu rostro, tu cuello y el dispositivo."
STEP 4,PASO 4
Firm,Reafirma
"Apply FOREO's Serum. Turn on device & press the universal button to activate firming massage, or select preferred firming massage routine in FOREO app.","Aplica FOREO Serum. Enciende el dispositivo y pulsa el botón central para activar el masaje reafirmante, o selecciona tu rutina de masaje reafirmante favorita en la aplicación de FOREO."
One-time investment,Una inversión para siempre
"Sustainable Premium quality & a product life of years, with no replacement parts required. Ever.",Sostenible Un producto de calidad superior que durará muchos años y no requerirá partes remplazables. Nunca.
"Premium quality & a product life of years, with no replacement parts required. Ever.",Un producto de calidad superior que durará muchos años y no requerirá partes remplazables. Nunca.
Staggering battery life USB rechargeable with up to 600 uses per single charge.,Batería de duración extrema Recargable por USB. Hasta 600 usos por carga.
USB rechargeable with up to 600 uses per single charge.,Recargable por USB. Hasta 600 usos por carga.
"Hygienic & Waterproof Made of bacteria-resistant silicone, 100% waterproof, easy to clean.","Higiénico e impermeable Fabricado con silicona resistente a las bacterias, 100% resistente al agua y fácil de limpiar."
Hygienic & Waterproof,Higiénico e impermeable
"Made of bacteria-resistant silicone, 100% waterproof, easy to clean.","Fabricado con silicona resistente a las bacterias, 100% resistente al agua y fácil de limpiar."
PRESS LOVES IT,PRESS LOVES IT
"FOREO, the Swedish expert in connected beauty, has come up with an express protocol to transform your bathroom into a high-tech spa.","FOREO, empresa sueca especializada en la belleza conectada, ha desarrollado protocolos exprés que transforman tu baño en un spa tecnológico."
The FOREO BEAR™ microcurrent device has five intensities to help lift and contour the various areas of the face. It has an anti-shock system to protect your skin and comes with a paired app to programme various facial workouts.,El dispositivo de microcorrientes FOREO BEAR™ tiene cinco intensidades para tonificar y definir las diferentes zonas del rostro. Su sistema Anti-Shock protege tu piel y la aplicación te ofrece una amplia variedad de entrenamientos faciales.
"FOREO Imagination™ has a luxurious, creamy texture, taking away the homemade feel of DIY masks and making them feel as fancy as a clinic treatment for a spa at home vibe.","FOREO Imagination™ tiene una textura cremosa y agradable que mejora la sensación de tu mascarilla facial casera para transformarla en un experiencia similar a la de un tratamiento clínico, desde la comodidad de tu casa."
PEACH™ 2 go,PEACH™ 2 go
IRIS™ 2,IRIS™ 2
T-SonicTM pulsations,Pulsaciones T-SonicTM Silicona ultra higiénica
LUNA™ 4 go,LUNA™ 4 go
LUNA™ 4 hair,LUNA™ 4 hair
United States Delivery estimate: 16/10/25,Estados Unidos Entrega prevista 10/16/25
United Kingdom Delivery estimate: 15/10/25,Reino Unido Entrega prevista 10/15/25
Spain Delivery estimate: 15/10/25,España Entrega prevista 10/15/25
Australia Delivery estimate: 18/10/25,Australia Entrega prevista 10/18/25
France Delivery estimate: 15/10/25,Francia Entrega prevista 10/15/25
Germany Delivery estimate: 15/10/25,Alemania Entrega prevista 10/15/25
Canada Delivery estimate: 19/10/25,Canadá Entrega prevista 10/19/25
Austria Delivery estimate: 15/10/25,Austria Entrega prevista 10/15/25
Bahrain Delivery estimate: 16/10/25,Baréin Entrega prevista 10/16/25
Belgium Delivery estimate: 15/10/25,Bélgica Entrega prevista 10/15/25
Bermuda Delivery estimate: 21/10/25,Bermudas Entrega prevista 10/21/25
Bosnia & Herzegovina Delivery estimate: 18/10/25,Bosnia y Herzegovina Entrega prevista 10/18/25
Brunei Delivery estimate: 20/10/25,Brunéi Entrega prevista 10/20/25
Bulgaria Delivery estimate: 15/10/25,Bulgaria Entrega prevista 10/15/25
Chile Delivery estimate: 19/10/25,Chile Entrega prevista 10/19/25
China Delivery estimate: 15/10/25,China Entrega prevista 10/15/25
Colombia Delivery estimate: 19/10/25,Colombia Entrega prevista 10/19/25
Croatia Delivery estimate: 15/10/25,Croacia Entrega prevista 10/15/25
Cyprus Delivery estimate: 16/10/25,Chipre Entrega prevista 10/16/25
Czechia Delivery estimate: 15/10/25,Chequia Entrega prevista 10/15/25
Denmark Delivery estimate: 15/10/25,Dinamarca Entrega prevista 10/15/25
Estonia Delivery estimate: 15/10/25,Estonia Entrega prevista 10/15/25
Finland Delivery estimate: 15/10/25,Finlandia Entrega prevista 10/15/25
French Polynesia Delivery estimate: 19/10/25,Polinesia Francesa Entrega prevista 10/19/25
Gibraltar Delivery estimate: 19/10/25,Gibraltar Entrega prevista 10/19/25
Greece Delivery estimate: 15/10/25,Grecia Entrega prevista 10/15/25
Hong Kong SAR China Delivery estimate: 16/10/25,RAE de Hong Kong (China) Entrega prevista 10/16/25
Hungary Delivery estimate: 15/10/25,Hungría Entrega prevista 10/15/25
Iceland Delivery estimate: 16/10/25,Islandia Entrega prevista 10/16/25
Ireland Delivery estimate: 15/10/25,Irlanda Entrega prevista 10/15/25
Isle of Man Delivery estimate: 17/10/25,Isla de Man Entrega prevista 10/17/25
Israel Delivery estimate: 19/10/25,Israel Entrega prevista 10/19/25
Italy Delivery estimate: 15/10/25,Italia Entrega prevista 10/15/25
Japan Delivery estimate: 18/10/25,Japón Entrega prevista 10/18/25
Jersey Delivery estimate: 20/10/25,Jersey Entrega prevista 10/20/25
Kazakhstan Delivery estimate: 17/10/25,Kazajistán Entrega prevista 10/17/25
Kuwait Delivery estimate: 15/10/25,Kuwait Entrega prevista 10/15/25
Latvia Delivery estimate: 15/10/25,Letonia Entrega prevista 10/15/25
Lebanon Delivery estimate: 16/10/25,Líbano Entrega prevista 10/16/25
Lithuania Delivery estimate: 15/10/25,Lituania Entrega prevista 10/15/25
Luxembourg Delivery estimate: 15/10/25,Luxemburgo Entrega prevista 10/15/25
Macao SAR China Delivery estimate: 17/10/25,RAE de Macao (China) Entrega prevista 10/17/25
Malaysia Delivery estimate: 18/10/25,Malasia Entrega prevista 10/18/25
Malta Delivery estimate: 15/10/25,Malta Entrega prevista 10/15/25
Mexico Delivery estimate: 19/10/25,México Entrega prevista 10/19/25
Monaco Delivery estimate: 16/10/25,Mónaco Entrega prevista 10/16/25
Netherlands Delivery estimate: 15/10/25,Países Bajos Entrega prevista 10/15/25
New Zealand Delivery estimate: 15/10/25,Nueva Zelanda Entrega prevista 10/15/25
Norway Delivery estimate: 15/10/25,Noruega Entrega prevista 10/15/25
Oman Delivery estimate: 18/10/25,Omán Entrega prevista 10/18/25
Peru Delivery estimate: 19/10/25,Perú Entrega prevista 10/19/25
Philippines Delivery estimate: 18/10/25,Filipinas Entrega prevista 10/18/25
Poland Delivery estimate: 16/10/25,Polonia Entrega prevista 10/16/25
Portugal Delivery estimate: 15/10/25,Portugal Entrega prevista 10/15/25
Puerto Rico Delivery estimate: 17/10/25,Puerto Rico Entrega prevista 10/17/25
Qatar Delivery estimate: 16/10/25,Catar Entrega prevista 10/16/25
Réunion Delivery estimate: 20/10/25,Reunión Entrega prevista 10/20/25
Romania Delivery estimate: 15/10/25,Rumanía Entrega prevista 10/15/25
Russia Delivery estimate: 23/10/25,Rusia Entrega prevista 10/23/25
Saudi Arabia Delivery estimate: 16/10/25,Arabia Saudí Entrega prevista 10/16/25
Singapore Delivery estimate: 17/10/25,Singapur Entrega prevista 10/17/25
